workload_profile	profile_family	profile_tier	summary_label	profile_isl	profile_osl	profile_context_budget	context_budget_label	node_count	serving_concurrency	trainer_rollout_regime	agg_status	agg_failure_category	agg_failure_reason	agg_tok_s_gpu	agg_tok_s_user	agg_config	disagg_status	disagg_failure_category	disagg_failure_reason	disagg_tok_s_gpu	disagg_tok_s_user	disagg_config	boundary_class
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	1	1024	1024	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	no_results	unsupported_single_node_disagg	No disaggregated result CSV was emitted by AIConfigurator			no result	unsupported_disagg
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	1	2048	2048	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	no_results	unsupported_single_node_disagg	No disaggregated result CSV was emitted by AIConfigurator			no result	unsupported_disagg
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	1	4096	4096	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	no_results	unsupported_single_node_disagg	No disaggregated result CSV was emitted by AIConfigurator			no result	unsupported_disagg
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	1	8192	8192	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	no_results	unsupported_single_node_disagg	No disaggregated result CSV was emitted by AIConfigurator			no result	unsupported_disagg
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	1	16384	16384	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	no_results	unsupported_single_node_disagg	No disaggregated result CSV was emitted by AIConfigurator			no result	unsupported_disagg
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	1	1	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	2	2	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	4	4	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	8	8	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	16	16	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	32	32	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	64	64	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	128	128	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	256	256	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	512	512	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	1024	1024	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	2048	2048	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	4096	4096	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	8192	8192	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	2	16384	16384	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		803.035	12.811	1p + 1d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	1	1	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	2	2	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	4	4	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	8	8	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	16	16	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	32	32	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	64	64	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	128	128	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	256	256	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	512	512	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	1024	1024	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	2048	2048	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	4096	4096	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	8192	8192	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	4	16384	16384	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	1p + 3d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	1	1	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	2	2	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	4	4	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	8	8	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	16	16	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	32	32	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	64	64	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	128	128	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	256	256	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	512	512	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	1024	1024	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	2048	2048	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	4096	4096	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	8192	8192	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	8	16384	16384	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	2p + 6d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	1	1	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	2	2	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	4	4	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	8	8	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	16	16	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	32	32	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	64	64	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	128	128	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	256	256	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	512	512	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	1024	1024	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	2048	2048	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	4096	4096	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	8192	8192	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	16	16384	16384	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	4p + 12d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	32	1	1	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	8p + 24d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	32	2	2	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	8p + 24d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	32	4	4	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	8p + 24d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	32	8	8	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	8p + 24d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	32	16	16	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	8p + 24d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	32	32	32	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	8p + 24d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	32	64	64	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	8p + 24d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	32	128	128	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	8p + 24d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	32	256	256	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	8p + 24d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
balanced_1k	balanced_pow2	balanced_pow2	Balanced 1K	512	512	1024	1K	32	512	512	candidate	supported		1622.193	12.72	tp1pp1dp8etp1ep8, bs=128	candidate	supported		1204.552	12.811	8p + 24d @ p:tp1pp1dp8etp1ep8 / d:tp1pp1dp8etp1ep8, p_bs=1, d_bs=136	supported_both
